gender,goal,level,muscle_split_type,focus_area,problem_area,body_type,age,workout_days,plan_title
MALE,LOSE WEIGHT,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,ADVANCED,PUSH_PULL_LEGS,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_ADVANCED_PUSH_PULL_LEGS_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,ADVANCED,SINGLE,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_ADVANCED_SINGLE_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,ADVANCED,SINGLE,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_ADVANCED_SINGLE_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_LOSE WEIGHT_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,LOSE WEIGHT,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_LOSE WEIGHT_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,ADVANCED,PUSH_PULL_LEGS,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_ADVANCED_PUSH_PULL_LEGS_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GET SHREDDED,ADVANCED,SINGLE,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_GET SHREDDED_ADVANCED_SINGLE_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,GET SHREDDED,ADVANCED,SINGLE,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GET SHREDDED_ADVANCED_SINGLE_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GET SHREDDED,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_GET SHREDDED_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,GET SHREDDED,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_GET SHREDDED_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,GET SHREDDED,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_GET SHREDDED_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,GET SHREDDED,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GET SHREDDED_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GAIN MUSCLE,ADVANCED,SINGLE,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_GAIN MUSCLE_ADVANCED_SINGLE_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,GAIN MUSCLE,ADVANCED,SINGLE,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GAIN MUSCLE_ADVANCED_SINGLE_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GAIN MUSCLE,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_GAIN MUSCLE_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,GAIN MUSCLE,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_GAIN MUSCLE_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,GAIN MUSCLE,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_GAIN MUSCLE_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,GAIN MUSCLE,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GAIN MUSCLE_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GAIN MUSCLE,ADVANCED,PUSH_PULL_LEGS,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GAIN MUSCLE_ADVANCED_PUSH_PULL_LEGS_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GAIN MUSCLE,ADVANCED,SINGLE,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_GAIN MUSCLE_ADVANCED_SINGLE_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,GAIN MUSCLE,ADVANCED,SINGLE,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GAIN MUSCLE_ADVANCED_SINGLE_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GAIN MUSCLE,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_GAIN MUSCLE_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,GAIN MUSCLE,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_GAIN MUSCLE_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,GAIN MUSCLE,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_GAIN MUSCLE_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,GAIN MUSCLE,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GAIN MUSCLE_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,GAIN MUSCLE,ADVANCED,PUSH_PULL_LEGS,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_GAIN MUSCLE_ADVANCED_PUSH_PULL_LEGS_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,STAY FIT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_STAY FIT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,STAY FIT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_STAY FIT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,STAY FIT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_STAY FIT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,STAY FIT,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_STAY FIT_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,STAY FIT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_STAY FIT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,STAY FIT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_STAY FIT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,STAY FIT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_STAY FIT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,STAY FIT,ADVANCED,UPPER_LOWER,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_STAY FIT_ADVANCED_UPPER_LOWER_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,MARATHON,ADVANCED,SINGLE,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_MARATHON_ADVANCED_SINGLE_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,MARATHON,ADVANCED,SINGLE,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_MARATHON_ADVANCED_SINGLE_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,MARATHON,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_MARATHON_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,MARATHON,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_MARATHON_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,MARATHON,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_MARATHON_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,MARATHON,ADVANCED,MULTI,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_MARATHON_ADVANCED_MULTI_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,MARATHON,ADVANCED,PUSH_PULL_LEGS,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_MARATHON_ADVANCED_PUSH_PULL_LEGS_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,MARATHON,ADVANCED,PUSH_PULL_LEGS,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_MARATHON_ADVANCED_PUSH_PULL_LEGS_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,MARATHON,ADVANCED,PUSH_PULL_LEGS,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_MARATHON_ADVANCED_PUSH_PULL_LEGS_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,MARATHON,ADVANCED,SINGLE,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_MARATHON_ADVANCED_SINGLE_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,MARATHON,ADVANCED,SINGLE,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_MARATHON_ADVANCED_SINGLE_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,MARATHON,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_MARATHON_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,MARATHON,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_MARATHON_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,MARATHON,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,5,MALE_MARATHON_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_5
MALE,MARATHON,ADVANCED,MULTI,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_MARATHON_ADVANCED_MULTI_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,MARATHON,ADVANCED,PUSH_PULL_LEGS,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_MARATHON_ADVANCED_PUSH_PULL_LEGS_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,MARATHON,ADVANCED,PUSH_PULL_LEGS,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_MARATHON_ADVANCED_PUSH_PULL_LEGS_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,MARATHON,ADVANCED,PUSH_PULL_LEGS,ABT,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,6,MALE_MARATHON_ADVANCED_PUSH_PULL_LEGS_ABT_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_6
MALE,POWER LIFTING,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,3,MALE_POWER LIFTING_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_3
MALE,POWER LIFTING,ADVANCED,UPPER_LOWER,NULL,NULL,OVERWEIGHT,EIGHTEEN_TO_FORTY_FIVE,4,MALE_POWER LIFTING_ADVANCED_UPPER_LOWER_NONE_NULL_OVERWEIGHT_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,NOVICE,SINGLE,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_NOVICE_SINGLE_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,NOVICE,SINGLE,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_SINGLE_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,3,MALE_LOSE WEIGHT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_3
MALE,LOSE WEIGHT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,4,MALE_LOSE WEIGHT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,NOVICE,PUSH_PULL_LEGS,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_PUSH_PULL_LEGS_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,3,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_3
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,4,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,NOVICE,SINGLE,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_NOVICE_SINGLE_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,NOVICE,SINGLE,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_SINGLE_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,3,MALE_LOSE WEIGHT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_3
MALE,LOSE WEIGHT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,4,MALE_LOSE WEIGHT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,NOVICE,PUSH_PULL_LEGS,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_PUSH_PULL_LEGS_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,3,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_3
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,4,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_4
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,LOSE WEIGHT,NOVICE,UPPER_LOWER,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_LOSE WEIGHT_NOVICE_UPPER_LOWER_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,STAY FIT,NOVICE,SINGLE,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_STAY FIT_NOVICE_SINGLE_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,STAY FIT,NOVICE,SINGLE,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_STAY FIT_NOVICE_SINGLE_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,STAY FIT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,3,MALE_STAY FIT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_3
MALE,STAY FIT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,4,MALE_STAY FIT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_4
MALE,STAY FIT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_STAY FIT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,STAY FIT,NOVICE,MULTI,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_STAY FIT_NOVICE_MULTI_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,STAY FIT,NOVICE,PUSH_PULL_LEGS,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,3,MALE_STAY FIT_NOVICE_PUSH_PULL_LEGS_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_3
MALE,STAY FIT,NOVICE,PUSH_PULL_LEGS,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,4,MALE_STAY FIT_NOVICE_PUSH_PULL_LEGS_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_4
MALE,STAY FIT,NOVICE,PUSH_PULL_LEGS,NULL,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_STAY FIT_NOVICE_PUSH_PULL_LEGS_NONE_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,STAY FIT,NOVICE,SINGLE,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_STAY FIT_NOVICE_SINGLE_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,STAY FIT,NOVICE,SINGLE,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_STAY FIT_NOVICE_SINGLE_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
MALE,STAY FIT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,3,MALE_STAY FIT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_3
MALE,STAY FIT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,4,MALE_STAY FIT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_4
MALE,STAY FIT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,5,MALE_STAY FIT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_5
MALE,STAY FIT,NOVICE,MULTI,ABT,NULL,OBESE,EIGHTEEN_TO_FORTY_FIVE,6,MALE_STAY FIT_NOVICE_MULTI_ABT_NULL_OBESE_EIGHTEEN_TO_FORTY_FIVE_6
